星官,Bayer 編號,DEJ2000 (度),Flamsteed,HIP,RAJ2000 (度),Star 1,Star 2,Vmag (視星等),序號,星點,英文星名
九州殊口,,-8.231352,47 Eri,21296,68.548452,47 Eri波江,47 Eri,5.199999809,2413,九州殊口增八,
羽林軍,,-7.694583,87 Aqr,114164,346.79876,87 Aqr寶瓶,87 Aqr,7.39,1790,羽林軍四十,
座旗,ψ8 Aur,38.505019,61 Aur,33133,103.487807,"61,ψ8 Aur御夫","61,ψ8 Aur",6.460000038,2498,座旗增四,
屏,ε Lep,-22.371033,2 Lep,23685,76.365268,"2,ε Lep天兔","2,ε Lep",3.19,2571,屏二,
鈇鑕,,-21.629339,48 Cet,6960,22.400563,48 Cet鯨魚,48 Cet,5.11,2087,鈇鑕一,
羅堰,,-21.514032,17 Cap,102487,311.541618,17 Cap摩羯,17 Cap,5.91,1329,羅堰三,
天陰,τ2 Ari,20.742069,63 Ari,15737,50.688506,"63,τ2 Ari白羊","63,τ2 Ari",5.1,2233,天陰三,
軍井,,-13.927352,8 Lep,25202,80.875652,8 Lep天兔,8 Lep,5.25,2568,軍井增一,
天鉤,,62.804388,25 Cep,110103,334.552706,25 Cep仙王,25 Cep,5.75,1646,天鉤增十四,
尾宿,,-34.416842,,87472,268.082342,,,5.840000153,1070,尾宿增四,
海山,p Vel,-48.22562,,51986,159.32559,p Vel船帆,p Vel,3.839999914,3103,海山增一,
張宿,λ Hya,-12.354083,41 Hya,49841,152.646989,"41,λ Hya長蛇","41,λ Hya",3.61,3036,張宿二,
太微右垣,,17.406961,,54899,168.606296,,,9.869999886,399,西次相增一,
蛇首,α Hyi,-61.569859,,9236,29.692473,α Hyi水蛇,α Hyi,2.86,3169,蛇首一,
海石,ι Car,-59.275229,,45556,139.272528,ι Car船底,ι Car,2.21,3218,海石二,Aspidiske
天市左垣,ν Her,30.189277,94 Her,87998,269.625623,"94,ν Her武仙","94,ν Her",4.409999847,676,中山增二,
五車,ω Aur,37.890245,4 Aur,23179,74.814207,"4,ω Aur御夫","4,ω Aur",4.929999828,2352,五車增六,
天鉤,,62.279814,19 Cep,109017,331.286621,19 Cep仙王,19 Cep,5.070000172,1643,天鉤增十一,
天市右垣,κ Her,17.04698,7A Her,79043,242.018857,"7A,κ Her武仙","7A,κ Her",5,611,三 晉,Marsic
軒轅,ν Leo,12.4448,27 Leo,48883,149.555732,"27,ν Leo獅子","27,ν Leo",5.260000229,3002,軒轅增四二,
軒轅,ρ1 Cnc,28.330819,55 Cnc,43587,133.149213,"55,ρ1 Cnc巨蟹","55,ρ1 Cnc",5.960000038,2980,軒轅增廿,
翼宿,,-26.029334,,55788,171.453248,,,8.6,3063,翼宿十八*,
九州殊口,ο2 Eri,-7.652871,40 Eri,19849,63.818001,"40,ο2 Eri波江","40,ο2 Eri",4.429999828,2416,九州殊口增十一,
帛度,,20.045233,101 Her,88899,272.220265,101 Her武仙,101 Her,5.099999905,602,帛度增二,
頓頑,i Lup,-31.519121,1 Lup,74604,228.655497,"1,i Lup豺狼","1,i Lup",4.91,924,頓頑二,
積薪,,22.33453,84 Gem,38495,118.254205,84 Gem雙子,84 Gem,7.050000191,2660,積薪增三,
羅堰,,-15.147336,13 Cap,101751,309.338323,13 Cap摩羯,13 Cap,6.760000229,1330,羅堰增一,
天紀,,30.499067,32 Her,81066,248.371345,32 Her武仙,32 Her,6.869999886,725,天紀增六,
大陵,β Per,40.955648,26 Per,14576,47.042215,"26,β Per英仙","26,β Per",2.09,2104,大陵五,Algol
敗臼,,-29.361046,19 PsA,112102,340.592029,19 PsA南魚,19 PsA,6.12,1520,敗臼四,
參宿,,4.158671,66 Ori,28814,91.243167,66 Ori獵戶,66 Ori,5.630000114,2532,參宿增廿,
司非,,10.048922,6 Equ,104538,317.630476,6 Equ小馬,6 Equ,6.070000172,1485,司非增三,
郎位,,21.459153,2 Com,58858,181.069159,2 Com后髮,2 Com,5.89,435,郎位十五,
太微左垣,,10.746269,,66640,204.894237,,,5.570000172,417,東上將增四,
壁宿,α And,29.090432,21 And,677,2.096911,"21,α And仙女","21,α And",2.07,1811,壁宿二,Alpheratz
昴宿,,23.857135,,17832,57.237254,,,6.46999979,2207,昴宿增十一,
天苑,τ9 Eri,-24.016215,36 Eri,18673,59.981181,"36,τ9 Eri波江","36,τ9 Eri",4.62,2268,天苑十六,
河鼓,ψ Aql,13.302783,48 Aql,97139,296.142465,"48,ψ Aql天鷹","48,ψ Aql",6.25,1226,河鼓增一,
狗國,c Sgr,-27.709845,62 Sgr,98688,300.664502,"62,c Sgr人馬","62,c Sgr",4.43,1174,狗國三,
右更,,11.366504,,6451,20.723347,,,6.769999981,2040,右更增五,
傳舍,,66.519617,13 Cas,2474,7.855126,13 Cas仙后,13 Cas,6.179999828,318,傳舍增一,
天潢,,33.371613,16 Aur,24727,79.544037,16 Aur御夫,16 Aur,4.539999962,2383,天潢增一,
傳舍,RU Cas,65.018854,32 Cas,5589,17.922507,"32,RU Cas仙后","32,RU Cas",5.57,312,傳舍四,
九坎,,-38.174643,,105434,320.343798,,,8.47,1335,九坎一*,
螣蛇,,59.332692,2 Cas,114365,347.433911,2 Cas仙后,2 Cas,5.679999828,1711,螣蛇增十六,
天津,δ Cyg,45.13081,18 Cyg,97165,296.243658,"18,δ Cyg天鵝","18,δ Cyg",2.86,1375,天津二,
天籥,,-22.043822,52 Oph,86060,263.82708,52 Oph蛇夫,52 Oph,6.47,1119,天籥五,
三台,,34.201635,61 UMa,56997,175.262564,61 UMa大熊,61 UMa,5.309999943,470,下台增一,
天狼,,-14.425971,11 CMa,32492,101.712883,11 CMa大犬,11 CMa,5.28000021,2727,天狼增一,
五車,α Aur,45.997991,13 Aur,24608,79.172329,"13,α Aur御夫","13,α Aur",0.08,2343,五車二,Capella
天陰,δ Ari,19.726677,57 Ari,14838,47.907356,"57,δ Ari白羊","57,δ Ari",4.349999905,2241,天陰增六,
天田,,1.050581,92 Vir,68092,209.116154,92 Vir室女,92 Vir,5.900000095,808,天田增四,
天江,οA Oph,-24.286902,39A Oph,84626,259.502828,"39A,οA Oph蛇夫","39A,οA Oph",5.139999866,1081,天江增六,
土公,,-0.503529,15 Cet,2994,9.518928,15 Cet鯨魚,15 Cet,6.639999866,1851,土公增十一,
外屏,,6.740956,60 Psc,3697,11.848466,60 Psc雙魚,60 Psc,5.980000019,1967,外屏增九,
紫微右垣,,69.322953,2 Dra,56583,174.011651,2 Dra天龍,2 Dra,5.190000057,114,上輔增一,
相,,48.466838,11 CVn,62516,192.174179,11 CVn獵犬,11 CVn,6.25,193,相增三,
壘壁陣,,-3.027504,29 Psc,145,0.456035,29 Psc雙魚,29 Psc,5.13,1740,壘壁陣十,
天倉,,-8.007416,44 Cet,6539,21.01058,44 Cet鯨魚,44 Cet,6.210000038,2066,天倉增七,
天社,a Vel,-46.041527,,43023,131.506852,a Vel船帆,a Vel,3.869999886,2874,天社增二,
天囷,λ Cet,8.907365,91 Cet,13954,44.928757,"91,λ Cet鯨魚","91,λ Cet",4.71,2160,天囷三,
天廚,π Dra,65.714531,58 Dra,95081,290.16705,"58,π Dra天龍","58,π Dra",4.6,327,天廚六,
天津,λ Cyg,36.490717,54 Cyg,102589,311.852241,"54,λ Cyg天鵝","54,λ Cyg",4.53000021,1412,天津增卅,
氐宿,ν Lib,-16.256818,21 Lib,73945,226.656651,"21,ν Lib天秤","21,ν Lib",5.190000057,941,氐宿增十,
離瑜,ε Mic顯,-32.172539,,105140,319.48452,ε Mic顯微鏡,ε Mic顯,4.71,1497,離瑜二,
柱,τ Aur,39.181071,29 Aur,27483,87.293492,"29,τ Aur御夫","29,τ Aur",4.51,2371,柱六,
八穀,,56.115575,26 Cam,27249,86.626627,26 Cam鹿豹,26 Cam,5.93,269,八穀三,
長垣,,6.953749,48 Leo,51775,158.700061,48 Leo獅子,48 Leo,5.07,489,長垣四,
八穀,,59.998976,40 Cam,29730,93.918921,40 Cam鹿豹,40 Cam,5.369999886,294,八穀增廿,
天市左垣,Y Aql,11.071229,18 Aql,93867,286.74418,"18,Y Aql天鷹","18,Y Aql",5.070000172,697,吳越增四,
三角形,β TrA,-63.430727,,77952,238.785676,β TrA南三角,β TrA,2.83,3120,三角形二,
哭,,-10.820393,37 Aqr,109460,332.632377,37 Aqr寶瓶,37 Aqr,6.639999866,1491,哭增四,
天大將軍,τ And,40.577049,53 And,7818,25.145071,"53,τ And仙女","53,τ And",4.96,2009,天大將軍七,
天津,,35.250852,47 Cyg,101474,308.475778,47 Cyg天鵝,47 Cyg,4.610000134,1395,天津增十三,
諸王,,25.897091,125 Tau,26640,84.934162,125 Tau金牛,125 Tau,5.18,2333,諸王二,
左更,,20.668733,47 Ari,13834,44.521756,47 Ari白羊,47 Ari,5.800000191,2051,左更增六,
天陰,,19.665032,14 Tau,17408,55.946722,14 Tau金牛,14 Tau,6.130000114,2239,天陰增四,
天大將軍,A And,47.007274,49 And,6999,22.525427,"49,A And仙女","49,A And",5.27,2006,天大將軍四,
奚仲,d Cyg,52.988001,20 Cyg,97635,297.657182,"20,d Cyg天鵝","20,d Cyg",5.03000021,1428,奚仲增二,
小斗,β Cha,-79.31224,,60000,184.586767,β Cha堰蜓,β Cha,4.24,3237,小斗一,
四輔,,82.558588,,51502,157.769433,,,5.25,11,四輔三,
天紀,ν2 CrB,33.703478,21 CrB,80214,245.621744,"21,ν2 CrB北冕","21,ν2 CrB",5.400000095,722,天紀增三,
十二國,,-17.530898,21 Cap,103703,315.215689,21 Cap摩羯,21 Cap,6.07,1446,周二,
弧矢,,-14.563805,4 PuP,37891,116.486958,4 PuP船尾,4 PuP,5.03000021,2766,弧矢增九,
屏,μ Lep,-16.205468,5 Lep,24305,78.23292,"5,μ Lep天兔","5,μ Lep",3.29,2570,屏一,
左旗,,17.070173,15 Sge,98819,301.025936,15 Sge天箭,15 Sge,5.800000191,1291,左旗增廿七,
太微右垣,ι Leo,10.529509,78 Leo,55642,170.981051,"78,ι Leo獅子","78,ι Leo",4,396,三 西次將,
卷舌,,38.039733,50 Per,19335,62.152568,50 Per英仙,50 Per,5.519999981,2223,卷舌增五,
天壘城,ν Aqr,-11.371693,13 Aqr,104459,317.398532,"13,ν Aqr寶瓶","13,ν Aqr",4.5,1516,天壘城增二,
危宿,,8.257165,19 Peg,108699,330.288479,19 Peg飛馬,19 Peg,5.650000095,1532,危宿增八,
天大將軍,,36.147271,14 Tri,11784,38.02571,14 Tri三角,14 Tri,5.150000095,2030,天大將軍增十七,
天鉤,,62.257472,71 Dra,100221,304.902994,71 Dra天龍,71 Dra,5.710000038,1635,天鉤增三,
王良,,54.16845,,2854,9.034627,,,5.079999924,1936,王良增十三,
參旗,,15.916734,101 Tau,23214,74.93468,101 Tau金牛,101 Tau,6.75,2428,參旗增三,
南河,,-1.392608,28 Mon,39211,120.305562,28 Mon麒麟,28 Mon,4.690000057,2688,南河增九,
九坎,,-38.682166,,104712,318.164393,,,8.66,1338,九坎四*,
井宿,κ Aur,29.498076,44 Aur,29696,93.844538,"44,κ Aur御夫","44,κ Aur",4.320000172,2593,井宿增一,
天市左垣,,-18.885538,29 Oph,83331,255.46356,29 Oph蛇夫,29 Oph,6.28000021,710,宋增二,
貫索,γ CrB,26.295637,8 CrB,76952,235.685688,"8,γ CrB北冕","8,γ CrB",3.81,742,貫索五,
鱉,ε CrA,-37.107357,,93174,284.680738,ε CrA南冕,ε CrA,4.83,1193,鱉八,
積屍,π Per,39.662729,22 Per,13879,44.690292,"22,π Per英仙","22,π Per",4.68,2129,積屍,
軒轅,,32.994881,,47617,145.644276,,,6.93,2948,軒轅五,
北斗,,55.348434,81 UMa,66198,203.530441,81 UMa大熊,81 UMa,5.6,173,輔,
斗宿,ζ Sgr,-29.880105,38 Sgr,93506,285.652975,"38,ζ Sgr人馬","38,ζ Sgr",2.6,1109,斗宿六,Ascella
羽林軍,,-10.555478,70 Aqr,112615,342.125874,70 Aqr寶瓶,70 Aqr,6.19,1772,羽林軍廿二,
天囷,,4.352884,93 Cet,14143,45.593825,93 Cet鯨魚,93 Cet,5.619999886,2180,天囷增十,
三公,d1 Vir,6.806617,31 Vir,61968,190.48799,"31,d1 Vir室女","31,d1 Vir",5.57,382,三公二,
八魁,,-10.509523,3 Cet,355,1.125494,3 Cet鯨魚,3 Cet,4.99,1807,八魁四,
氐宿,β Lib,-9.382917,27 Lib,74785,229.251728,"27,β Lib天秤","27,β Lib",2.61,931,氐宿四,Zubeneschamali
五諸侯,,17.792868,11 Com,60202,185.179275,11 Com后髮,11 Com,4.71999979,367,五諸侯增六,
翼宿,χ1 Hya,-27.293612,,54204,166.332948,χ1 Hya長蛇,χ1 Hya,4.92,3065,翼宿廿,
八穀,,61.477721,10 Lyn,31763,99.651624,10 Lyn天貓,10 Lyn,6.960000038,298,八穀增廿四,
酒旗,ψ Leo,14.021692,16 Leo,47723,145.932936,"16,ψ Leo獅子","16,ψ Leo",5.36,2899,酒旗一,
建,ν1 Sgr,-22.744834,32 Sgr,92761,283.542405,"32,ν1 Sgr人馬","32,ν1 Sgr",4.860000134,1153,建增六,
車府,,42.757795,2 And,113788,345.651588,2 And仙女,2 And,5.090000153,1610,車府增十七,
柱,υ Aur,37.305573,31 Aur,27639,87.760156,"31,υ Aur御夫","31,υ Aur",4.72,2369,柱四,
五帝內座,,77.281341,47 Cas,9727,31.280923,47 Cas仙后,47 Cas,5.27,81,五帝內座二,
天園,υ1 Eri,-29.766492,50 Eri,21248,68.377303,"50,υ1 Eri波江","50,υ1 Eri",4.49,2466,天園十三,
蛇腹,ε Hyi,-68.266946,,12394,39.897339,ε Hyi水蛇,ε Hyi,4.12,3166,蛇腹二,
左攝提,,19.152798,,72848,223.349027,,,6,908,左攝提增四,
南船,θ Car,-64.39445,,52419,160.739172,θ Car船底,θ Car,2.74,3233,南船三,
金魚,γ Dor,-51.486648,,19893,64.006607,γ Dor劍魚,γ Dor,4.26,3211,金魚一,
天園,y Eri,-40.274545,,16870,54.273668,y Eri波江,y Eri,4.570000172,2470,天園增四,
伐,ι Ori,-5.909901,44 Ori,26241,83.85826,"44,ι Ori獵戶","44,ι Ori",2.75,2554,伐三,
雲雨,,1.076131,21 Psc,117491,357.364481,21 Psc雙魚,21 Psc,5.769999981,1879,雲雨增十,
天市左垣,,27.101412,,83830,256.99644,,,7.690000057,666,魏增四,
螣蛇,,50.471733,18 And,116709,354.784717,18 And仙女,18 And,5.349999905,1707,螣蛇增十二,
四瀆,,4.82353,,31149,98.038782,,,7.289999962,2701,四瀆增七,
爟,φ1 Cnc,27.893583,22 Cnc,41377,126.615438,"22,φ1 Cnc巨蟹","22,φ1 Cnc",5.579999924,2829,爟增七,
車肆,υ Oph,-8.371731,3 Oph,80628,246.95078,"3,υ Oph蛇夫","3,υ Oph",4.62,573,車肆一,
四輔,,84.252009,,51384,157.422752,,,5.52,10,四輔二,
四瀆,,-0.275999,,30720,96.814964,,,5.550000191,2700,四瀆增六,
勾陳,ζ UMi,77.794493,16 UMi,77055,236.014664,"16,ζ UMi小熊","16,ζ UMi",4.29,19,勾陳四,
閣道,δ Cas,60.235283,37 Cas,6686,21.453968,"37,δ Cas仙后","37,δ Cas",2.66,1943,閣道三,Ruchbah
內屏,,8.443943,6 Vir,58110,178.763057,6 Vir室女,6 Vir,5.579999924,390,內屏增三,
進賢,,-3.553098,38 Vir,62875,193.296487,38 Vir室女,38 Vir,6.110000134,816,進賢增一,
貫索,π CrB,32.515807,9 CrB,77048,235.997085,"9,π CrB北冕","9,π CrB",5.57,738,貫索一,
天大將軍,υ And,41.405459,50 And,7513,24.199345,"50,υ And仙女","50,υ And",4.1,2008,天大將軍六,
天囷,μ Cet,10.114146,87 Cet,12828,41.235593,"87,μ Cet鯨魚","87,μ Cet",4.27,2161,天囷四,
離宮,ο Peg,29.307641,43 Peg,112051,340.439202,"43,ο Peg飛馬","43,ο Peg",4.8,1662,離宮三,
飛魚,β Vol,-66.13689,,41312,126.434144,β Vol飛魚,β Vol,3.77,3227,飛魚三,
馬尾,G Cen,-51.450635,,60710,186.63233,G Cen半人馬,G Cen,4.82,3109,馬尾一,
井宿,ζ Gem,20.570297,43 Gem,34088,106.027216,"43,ζ Gem雙子","43,ζ Gem",4.01,2591,井宿七,Mekbuda
斗宿,λ Sgr,-25.4217,22 Sgr,90496,276.992669,"22,λ Sgr人馬","22,λ Sgr",2.82,1105,斗宿二,Kaus Borealis
參宿,m Ori,3.544452,23 Ori,25142,80.708334,"23,m Ori獵戶","23,m Ori",4.989999771,2522,參宿增十,
昴宿,,24.464393,7 Tau,16664,53.610937,7 Tau金牛,7 Tau,5.949999809,2200,昴宿增二,
三台,,45.601483,,46471,142.166622,,,5.400000095,465,上台增七,
七公,,52.924422,17 Dra,81292,249.057167,17 Dra天龍,17 Dra,5.070000172,767,七公增一,
天紀,ξ CrB,30.891996,19 CrB,80181,245.524266,"19,ξ CrB北冕","19,ξ CrB",4.86,711,天紀一,
離宮,τ Peg,23.740337,62 Peg,115250,350.159344,"62,τ Peg飛馬","62,τ Peg",4.58,1664,離宮五,
太微右垣,n Leo,13.307578,73 Leo,55016,168.966249,"73,n Leo獅子","73,n Leo",5.309999943,401,西次相增三,
心宿,ρ Oph,-23.447179,5 Oph,80473,246.396323,"5,ρ Oph蛇夫","5,ρ Oph",4.570000172,1053,心宿增九,
軒轅,,5.611493,14 Sex,49530,151.697603,14 Sex六分儀,14 Sex,6.199999809,3012,軒轅增五二,
天鉤,,66.657447,4 Cep,102253,310.795919,4 Cep仙王,4 Cep,5.59,1624,天鉤一,
紫微右垣,,65.718422,36 Cam,29490,93.212763,36 Cam鹿豹,36 Cam,5.360000134,117,上衛增一,
天相,,-0.988055,26 Sex,51117,156.65381,26 Sex六分儀,26 Sex,6.329999924,2940,天相增九,
闕丘,,-4.237106,20 Mon,34622,107.557008,20 Mon麒麟,20 Mon,4.909999847,2709,闕丘增五,
天市右垣,,4.939362,3 Ser,74649,228.797304,3 Ser巨蛇,3 Ser,5.320000172,645,蜀增二,
天棓,,46.24078,74 Her,84835,260.088007,74 Her武仙,74 Her,5.510000229,341,天棓增七,
軍市,,-21.015402,12 CMa,32504,101.75618,12 CMa大犬,12 CMa,6.070000172,2720,軍市增三,
螣蛇,,39.236198,14 And,116076,352.822558,14 And仙女,14 And,5.21999979,1704,螣蛇增九,
貫索,β CrB,29.105703,3 CrB,75695,231.957212,"3,β CrB北冕","3,β CrB",3.66,740,貫索三,Nusakan
弧矢,l PuP,-28.954826,3 PuP,37677,115.951954,"3,l PuP船尾","3,l PuP",3.940000057,2776,弧矢增十九,
折威,,-26.0875,56 Hya,72357,221.936688,56 Hya長蛇,56 Hya,5.230000019,920,折威增五,
折威,,-24.642202,12 Lib,72929,223.583872,12 Lib天秤,12 Lib,5.27,914,折威六,
氐宿,α1 Lib,-15.997237,8 Lib,72603,222.671588,"8,α1 Lib天秤","8,α1 Lib",5.150000095,938,氐宿增七,
九州殊口,,-5.361259,30 Eri,18141,58.173566,30 Eri波江,30 Eri,5.480000019,2410,九州殊口增五,
孫,λ CMa,-32.580071,,30788,97.042533,λ CMa大犬,λ CMa,4.46999979,2741,孫增二,
內階,,57.743278,30 Lyn,40875,125.108582,30 Lyn天貓,30 Lyn,5.889999866,256,內階增四,
天津,,38.440332,40 Cyg,100907,306.892741,40 Cyg天鵝,40 Cyg,5.630000114,1392,天津增十,
壘壁陣,,-3.555983,27 Psc,118209,359.66824,27 Psc雙魚,27 Psc,4.88,1739,壘壁陣九,
進賢,,-3.663143,48 Vir,63750,195.976748,48 Vir室女,48 Vir,6.619999886,819,進賢增四,
尚書,f Dra,68.135024,27 Dra,85805,262.99112,"27,f Dra天龍","27,f Dra",5.07,52,尚書一,
司命,,1.285253,26 Aqr,107144,325.542133,26 Aqr寶瓶,26 Aqr,5.66,1474,司命二,
異雀,γ Aps,-78.897148,,81065,248.362848,γ Aps天燕,γ Aps,3.86,3129,異雀四,
南船,,-74.031612,,50954,156.098776,,,3.99000001,3236,南船增一,
哭,,-14.399709,44 Cap,107232,325.768325,44 Cap摩羯,44 Cap,5.880000114,1489,哭增二,
水位,,13.118215,8 Cnc,39567,121.268703,8 Cnc巨蟹,8 Cnc,5.14,2663,水位三,
墳墓,π Aqr,1.377401,52 Aqr,110672,336.319263,"52,π Aqr寶瓶","52,π Aqr",4.8,1542,墳墓四,
箕宿,ε Sgr,-34.384616,20 Sgr,90185,276.042993,"20,ε Sgr人馬","20,ε Sgr",1.79,1096,箕宿三,Kaus Australis
五車,,47.901923,36 Aur,28499,90.244006,36 Aur御夫,36 Aur,5.710000038,2361,五車增十五,
郎位,,25.912852,17 Com,60904,187.227936,17 Com后髮,17 Com,5.29,425,郎位五,
杠,,70.90702,48 Cas,9480,30.489386,48 Cas仙后,48 Cas,4.49,101,杠七,
天大將軍,χ And,44.386165,52 And,7719,24.83751,"52,χ And仙女","52,χ And",5.01,2007,天大將軍五,
天槍,κ1 Boo,51.787868,17B Boo,69481,213.36587,"17B,κ1 Boo牧夫","17B,κ1 Boo",6.62,177,天槍一,
十二國,,-21.19621,35 Cap,105928,321.811747,35 Cap摩羯,35 Cap,5.78,1458,韓,
離宮,μ Peg,24.601579,48 Peg,112748,342.500803,"48,μ Peg飛馬","48,μ Peg",3.51,1661,離宮二,Sadalbari
天錢,μ PsA,-32.988468,14 PsA,109285,332.09587,"14,μ PsA南魚","14,μ PsA",4.5,1556,天錢四,
天倉,,-3.6902,,7999,25.681292,,,4.980000019,2079,天倉增廿,
室宿,,28.247898,61 Peg,114844,348.942881,61 Peg飛馬,61 Peg,6.510000229,1656,室宿增四,
翼宿,,-26.130968,,55112,169.261428,,,8.87,3064,翼宿十九*,
天囷,,0.395675,69 Cet,11021,35.485947,69 Cet鯨魚,69 Cet,5.289999962,2175,天囷增五,
宦者,,14.091947,,83430,255.782798,,,4.97,531,宦者一,
昴宿,,23.948358,23 Tau,17608,56.581558,23 Tau金牛,23 Tau,4.14,2196,昴宿五,Merope
天苑,,-5.210706,22 Eri,17167,55.159722,22 Eri波江,22 Eri,5.53000021,2284,天苑增十六,
天市右垣,r Her,17.818397,5 Her,78481,240.309657,"5,r Her武仙","5,r Her",5.099999905,621,晉增一,
軒轅,,13.728334,37 Leo,50333,154.169739,37 Leo獅子,37 Leo,5.420000076,2996,軒轅增卅六,
柱,,-34.598445,,64804,199.223149,,,8.06,864,柱十*,
龜,δ Ara,-60.683848,,85727,262.774638,δ Ara天壇,δ Ara,3.6,1091,龜三,
弧矢,b PuP,-38.862812,,38455,118.161026,b PuP船尾,b PuP,4.489999771,2778,弧矢增廿一,
天狗,γ Pyx,-27.709844,,43409,132.633014,γ Pyx羅盤,γ Pyx,4.02,2865,天狗六,
幸臣,,19.419373,,58519,180.019575,,,6.94,356,幸臣,
從官,ψ1 Lup,-34.411926,3 Lup,76705,234.941579,"3,ψ1 Lup豺狼","3,ψ1 Lup",4.659999847,1041,從官增一,
天園,ι Eri,-39.855376,,12486,40.16681,ι Eri波江,ι Eri,4.110000134,2467,天園增一,
常陳,,40.572608,20 CVn,64844,199.385586,20 CVn獵犬,20 CVn,4.71999979,448,常陳增三,
火鳥,λ1 Phe,-48.803514,,2472,7.854086,λ1 Phe鳳凰,λ1 Phe,4.76,3200,火鳥八,
軒轅,,27.902594,67 Cnc,44342,135.453496,67 Cnc巨蟹,67 Cnc,6.070000172,2977,軒轅增十七,
北河,α Gem,31.888276,66 Gem,36850,113.649428,"66,α Gem雙子","66,α Gem",1.58,2650,北河二,Castor
傳舍,,65.115068,,4714,15.137393,,,8.36,311,傳舍三▅,
螣蛇,,49.295776,5 And,114210,346.9391,5 And仙女,5 And,5.679999828,1697,螣蛇增二,
罰,χ Sco,-11.837747,17 Sco,79540,243.462104,"17,χ Sco天蠍","17,χ Sco",5.239999771,1024,罰增三,
天囷,,-2.878618,7 Eri,14040,45.211999,7 Eri波江,7 Eri,6.110000134,2188,天囷增十八,
招搖,γ Boo,38.308253,27 Boo,71075,218.019466,"27,γ Boo牧夫","27,γ Boo",3.04,978,招搖,Seginus
伐,θ2 Ori,-5.41606,43 Ori,26235,83.84542,"43,θ2 Ori獵戶","43,θ2 Ori",4.98,2553,伐二,
內階,,58.71036,24 Lyn,37609,115.751734,24 Lyn天貓,24 Lyn,4.929999828,255,內階增三,
奎宿,g Psc,31.424736,82 Psc,5544,17.778197,"82,g Psc雙魚","82,g Psc",5.150000095,1908,奎宿增十三,
軒轅,σ1 Cnc,32.474157,51 Cnc,43584,133.144257,"51,σ1 Cnc巨蟹","51,σ1 Cnc",5.670000076,2967,軒轅增七,
天市右垣,,4.427363,,78442,240.213057,,,5.820000172,649,巴增三,
水位,,12.81425,,38196,117.384638,,,6.420000076,2674,水位增十,
靈台,d Leo,3.617494,58 Leo,53807,165.140203,"58,d Leo獅子","58,d Leo",4.84,501,靈台三,
畢宿,,16.194014,,21029,67.640137,,,4.78000021,2309,畢宿增十五,
氐宿,ι1 Lib,-19.791711,24 Lib,74392,228.055375,"24,ι1 Lib天秤","24,ι1 Lib",4.54,929,氐宿二,
翼宿,ν Hya,-16.193648,,52943,162.406202,ν Hya長蛇,ν Hya,3.11,3050,翼宿五,
角宿,ζ Vir,-0.59582,79 Vir,66249,203.6733,"79,ζ Vir室女","79,ζ Vir",3.38,784,角宿二,
軍市,β CMa,-17.955918,2 CMa,30324,95.674939,"2,β CMa大犬","2,β CMa",1.98,2712,軍市一,Mirzam
敗臼,γ Gru,-37.364852,,108085,328.482185,γ Gru天鶴,γ Gru,3,1517,敗臼一,
亢宿,κ Vir,-10.273702,98 Vir,69427,213.223941,"98,κ Vir室女","98,κ Vir",4.18,874,亢宿一,
北河,β Gem,28.026199,78 Gem,37826,116.32896,"78,β Gem雙子","78,β Gem",1.16,2651,北河三,Pollux
建,ξ1 Sgr,-20.656346,36 Sgr,93057,284.33532,"36,ξ1 Sgr人馬","36,ξ1 Sgr",5.019999981,1149,建增二,
水位,,12.661302,,36631,112.996875,,,6.510000229,2676,水位增十二,
杠,,72.421294,50 Cas,9598,30.858772,50 Cas仙后,50 Cas,3.95,99,杠五,
翼宿,b3 Hya,-20.138731,,53252,163.373049,b3 Hya長蛇,b3 Hya,5.230000019,3072,翼宿增五,
天弁,β Sct,-4.747867,,92175,281.793637,β Sct盾牌,β Sct,4.22,1130,天弁四,
天津,,36.999803,36 Cyg,100108,304.619398,36 Cyg天鵝,36 Cyg,5.579999924,1390,天津增八,
鬼宿,θ Cnc,18.09442,31 Cnc,41822,127.898875,"31,θ Cnc巨蟹","31,θ Cnc",5.33,2790,鬼宿一,
螣蛇,AN And,41.773676,9 And,115065,349.597184,"9,AN And仙女","9,AN And",5.980000019,1702,螣蛇增七,
天市左垣,,25.352841,57 Her,82987,254.379359,57 Her武仙,57 Her,6.269999981,665,魏增三,
左更,,16.48346,,13448,43.29873,,,6.300000191,2053,左更增八,
斗,o Her,6.948207,21 Her,80351,246.045125,"21,o Her武仙","21,o Her",5.829999924,553,斗增九,
北斗,,59.320119,42 UMa,53064,162.848848,42 UMa大熊,42 UMa,5.570000172,162,天璇增三,
斗,Y Her,7.107194,33 Her,81354,249.215155,"33,Y Her武仙","33,Y Her",7.29,544,斗五,
鱉,ζ CrA,-42.095105,,93542,285.778652,ζ CrA南冕,ζ CrA,4.74,1188,鱉三,
