color_index,DEC,HIP no.,RA,mag,恆星視差
G9III,-3.5559832064,118209,359.66823972,4.88,0.93
F5:Ib-II,68.8884969724,13367,42.9947985562,5.94,0.7
A3V,6.8111404807,105570,320.7233862928,5.16,0.064
K3IIvar,4.1403596226,85355,261.6286680761,4.34,1.48
A3IV,63.5844720299,111797,339.6627211624,5.19,0.083
A5III/IV,-12.6747368587,16263,52.4001132924,5.57,0.171
K3II/IIICNv,-26.2845444417,28675,90.8150173334,5.03,1.335
A2IV,42.9143649097,50372,154.2741310885,3.45,0.029
A7IV/V,-14.749370441,107302,326.0040216493,5.96,0.219
A3V,-3.4963803636,114822,348.8927402419,5.56,0.062
K0III,-16.2171588297,22479,72.5484018108,5.03,0.992
A2Vs,59.0109645585,30060,94.9057784104,4.44,0.032
M0III,-30.9456173824,6502,20.8789896054,5.84,1.612
G8p...,81.4484754743,13055,41.9487846285,5.8,1.3
G0.5Vb,5.1001118423,29860,94.3172402462,5.7,0.61
A1m,16.7772598079,20484,65.8544265829,5.64,0.31
G2III,75.3874961875,114222,346.9743807611,4.41,0.802
B4V,-32.5800705533,30788,97.0425329722,4.47,-0.169
K0III,-25.5471703403,2159,6.8112853415,5.99,1.022
A0IV,16.3992521672,31681,99.4279212414,1.93,0.001
A2V,6.8066170593,61968,190.4879899556,5.57,0.002
B0III,-46.5291868067,43413,132.6394228593,5.09,-0.205
A5IV,4.5928649385,30419,95.9420227665,4.39,0.215
K3III,-75.0669471423,13244,42.6185832808,4.76,1.337
G5III,13.3962664471,476,1.4248387927,5.55,0.901
K5III,18.5100435234,37908,116.5310301438,4.89,1.425
B2V,-51.1467132632,48527,148.4587434075,5.95,-0.152
M0III,-25.9654387811,45902,140.3732951817,4.71,1.633
A0/A1V,-28.6927683095,66065,203.1495769517,5.69,0.037
B3IVp,-52.9823598838,38827,119.1946427183,3.46,-0.177
G3IV,-47.0776547175,25768,82.5394987493,5.46,0.615
A0V,-70.093481979,41451,126.8198159968,5.51,-0.024
G8III,22.0964939705,24822,79.8191756277,4.96,0.937
M0III,-2.7549265244,73497,225.332611219,5.52,1.692
K1III,-32.5320267087,115102,349.7060016592,4.41,1.109
K0III,18.1543087053,42911,131.1712483502,3.94,1.083
B9.5V,64.2026769701,5566,17.8565476222,5.56,-0.052
B5IV,38.4867053783,98068,298.9656762535,4.95,-0.086
F5V,41.7829110025,44248,135.1598780709,3.96,0.463
F3V:+...,11.8265829035,96957,295.6417054876,5.28,0.575
A1V,-27.9419815559,13202,42.4757576528,5.39,0.013
G1V,31.9236720528,49081,150.2527358047,5.37,0.676
G5III,9.263824065,19740,63.4849390816,4.84,0.799
B1Iae,-42.3620249543,82671,253.4988620811,4.7,0.444
K0/K1II,-46.597180429,27243,86.6140527509,5.31,1.04
K3III,15.7902812517,38848,119.2477156784,5.8,1.285
A5III,32.426741419,96977,295.685858397,5.93,0.118
K1III,-0.1676117106,73193,224.3885467652,5.51,1.131
G8II,-60.9638282889,44256,135.1905904659,5.8,1.211
A5V,38.4993446221,4436,14.1883814764,3.86,0.13
M1III,23.6388377755,106140,322.4870633011,4.52,1.618
K0II/III,-41.5884427317,63972,196.6461746218,5.59,1.05
K0III,30.8919959619,80181,245.5242664893,4.86,0.97
G8IIIp,-1.5769958608,62103,190.908542304,5.91,0.85
K1II/III,-36.7077638858,30444,96.0042069236,5.62,1.027
G8III,-11.3716930455,104459,317.3985322173,4.5,0.926
K0III,-36.4235272156,104752,318.3290084456,5.97,0.967
K3III,-65.8216465127,70657,216.7795286844,5.87,1.502
A5IV/V,-23.862163738,13782,44.3490248904,5.44,0.238
K3III,-17.2284077881,38211,117.4216718782,5.17,1.282
G9III,-4.0818234247,87847,269.1989373992,5.44,1.162
K3III+...,4.7476694989,52452,160.8371658924,5.77,1.168
A9V,51.3672313188,69713,214.0413723852,4.75,0.236
A3V,-54.5971791078,83187,255.0261641864,5.64,0.194
G8II,43.4827029867,55560,170.7066006428,4.99,0.998
Am...,-47.9692214363,113307,344.1991634646,5.72,0.226
B4V,-45.2158438,39014,119.757508135,5.98,-0.143
K4III,3.0118050642,113622,345.1787519956,5.85,1.343
K1III,10.1006103354,69612,213.7118716016,5.29,1.007
K4III,25.8702803587,59468,182.9632347648,5.66,1.401
B7/B8V,-12.3155851885,24873,79.9959313578,5.29,-0.104
B8IV Si,-40.5839298802,74066,227.0505190006,5.75,-0.113
B8/B9V,-48.2719267887,35020,108.6589199959,4.75,-0.091
K2III,59.3201192455,53064,162.8488483898,5.57,1.16
K1III:,54.5087331378,76509,234.3833637331,5.85,1.098
K0III,39.6214933695,47029,143.7659584627,4.81,0.992
B2IV,-63.1657109643,58867,181.0800646931,4.72,-0.081
K4III,62.7856714273,109005,331.2520742467,5.27,1.413
B9V,15.9120719257,101958,309.9095307832,3.77,-0.057
B3IV,-45.9684588115,90422,276.7434011412,3.49,-0.179
K2III,-36.0959940857,47224,144.3683362952,5.96,1.118
B1.5V,-49.9062460718,64004,196.7276636524,4.27,-0.182
G5/G6III,-40.4061668054,92226,281.9359100992,5.2,0.781
B7III,17.0581280785,25950,83.0589251556,5.5,-0.004
K2III,-71.4281134026,91792,280.7589004892,4.01,1.134
A4V,60.2044532308,73507,225.3628917965,5.91,0.107
K2IIIb,-34.2932317131,82396,252.540887392,2.29,1.144
B8III,40.5770491219,7818,25.1450707352,4.96,-0.068
K0III,19.7983653594,95498,291.3691810711,5.14,0.999
A3V,58.8007360888,90156,275.9775272713,4.98,0.082
B9p MnHg,16.4183242931,71762,220.1815284666,4.49,-0.002
B9.5V,24.0223136289,40881,125.1339004864,5.92,-0.039
A1Vnn,5.7037816904,42313,129.414025745,4.14,0.003
B8III,0.49532315,31992,100.2726696388,5.79,-0.094
B5Ve,48.1926336453,16826,54.1224118918,4.32,-0.058
M5e,-44.6397388611,34922,108.3846612827,4.42,1.331
A2V,-42.8916699081,12413,39.949969447,4.74,0.061
K2II-III,5.0923157296,44659,136.4931946797,4.99,1.189
G6III,-58.9125203975,25429,81.5802819666,5.14,0.986
B9p Si,27.2569683836,14893,48.059359641,5.78,-0.106
F3V,-37.1442967224,21861,70.5145025366,5.04,0.391
K3Vvar,57.1683550372,114622,348.3207307284,5.57,1
B9V,-13.7184138906,29735,93.9370256536,5,-0.078
B2/B3III/IV,-25.2156345079,33804,105.2747762256,5.64,-0.165
B0.5V,-60.903996541,74750,229.1528859126,5.74,-0.057
G5III-IV,-64.5356679344,65387,201.0020118759,4.52,0.822
B0.5III,-7.0274772282,96483,294.2227055591,4.93,-0.046
B6III,-45.6901337832,57371,176.433203341,5.28,-0.118
A2V,15.1976085936,99742,303.569246933,4.94,0.072
B5IV,-32.3712790293,30840,97.1635126216,5.74,-0.16
K2III,-22.3994163821,74732,229.0958804452,5.52,1.357
G5IIbCN...,55.6583015511,93340,285.181062481,5.51,0.862
B9p...,50.7927938816,8714,28.0390459804,5.7,-0.067
F0V,21.5792968354,20087,64.5966756383,5.64,0.277
G6VII,-68.6030013996,77982,238.8733297365,5.11,1.108
A0V,-63.0314998424,2578,8.1829378646,5.07,0.038
K0,24.9506412049,109602,333.0337255408,5.97,1.5
G5III,75.925569848,103219,313.684790319,5.99,0.946
K0III,-12.9269987111,40084,122.8179405126,4.72,0.939
B9.5Vn,16.4553086525,39236,120.376201541,5.99,-0.024
Am,55.172958551,85829,263.066774107,4.86,0.279
B2V,-70.8779303391,54327,166.7078707276,5.58,-0.07
B8IV-V,-51.5121646786,10602,34.1274389403,3.56,-0.12
K5,85.3737390068,112833,342.7626373737,5.89,1.34
B2.5IV,-43.3984259094,81472,249.6095495988,5.83,-0.053
K1III+...,22.2753382493,8544,27.5357135175,5.83,0.743
F6V,-22.2960669227,36795,113.5132520534,4.44,0.521
K4III,-73.0809127193,46741,142.9011365381,5.46,1.556
G5III:,-3.396174736,12247,39.4241678067,5.65,1.021
A5IV,0.8289289958,70894,217.4604947137,5.96,0.159
A0IV,-68.682778949,49764,152.3756996991,5.8,0.015
K2III,38.0163679362,41935,128.229076372,5.88,1.106
K0III,-60.517003344,53394,163.8217509897,5.93,1.065
A1V+...,-26.8434873672,42147,128.8695892948,5.95,0.393
K0III...,-40.3570088264,18262,58.5965065274,5.7,0.599
G8/K0III,-34.4119260286,76705,234.9415785257,4.66,0.964
K3III,13.3075781078,55016,168.9662493629,5.31,1.189
K4IIIvar,74.1555049077,72607,222.6763600567,2.07,1.465
K4/K5III,-61.2381935612,20619,66.2722387236,5.94,1.533
A7IV,-61.9413916122,32607,102.0477179499,3.24,0.225
A2V,38.185556749,55266,169.7829208274,4.76,0.113
B+...,-63.2554053524,20020,64.4178015878,5.88,-0.061
A3m,43.942092027,5317,17.0035372429,5.04,0.109
A3V,27.0609427,12489,40.1711478762,5.3,0.081
F2V,-16.1960075261,61174,188.0176123782,4.3,0.388
B8Vn,38.4076138906,97376,296.8657482127,5.83,-0.087
K3III,-54.9524727243,62861,193.2673581005,5.91,1.309
K4III,15.4132694653,56080,172.4243563742,5.74,1.371
B9V,-20.0519183807,23362,75.3565860157,4.91,-0.047
K0III,-24.1366717196,3834,12.3081165344,5.9,0.944
B9IIIp Si,-5.2107061072,17167,55.1597216617,5.53,-0.145
K5III,57.8641181027,60212,185.2120106852,5.54,1.452
B7IVe,-2.1553629564,108874,330.8285172048,4.74,-0.1
K2/K3III,-46.975036378,14187,45.7327618959,5.81,1.304
A0III,0.2736275067,97980,298.6866542238,5.6,0.098
F7V,72.2056792311,47013,143.7230253013,5.77,0.53
K4Iab:,62.6537109725,24914,80.0942114267,5.64,1.728
G8III,-32.7805251714,43352,132.4645821729,5.19,0.876
G8III/IV,-19.9309465929,64577,198.545396166,5.31,0.862
B8III,11.0712285204,93867,286.7441798713,5.07,-0.055
A1V,-17.2328607693,104139,316.4867834875,4.08,-0.01
F5V,53.8917162666,49363,151.1513450113,5.71,0.507
K3Ib comp SB,55.8954961055,13268,42.6742086815,3.77,1.69
B5Vn,-1.2201535122,31278,98.4080083426,5.09,-0.132
G8III:,35.2057954841,73634,225.7752294423,5.52,1.023
K3III,-38.2906386095,72296,221.7712408326,5.9,1.336
A1Vn,59.9457867907,65728,202.1128633594,5.4,-0.01
G8III-IV,-7.7832903134,110003,334.2084850929,4.17,0.979
G8III,24.6711016554,99951,304.1961910025,5.3,0.951
F6III,13.0238015557,95572,291.6005623857,5.76,0.456
K4III,17.5943717144,114449,347.6776531595,5.68,1.33
G8III,39.7578511698,47570,145.5014285487,5.61,0.951
G3V,-36.0197885594,88694,271.5988302763,5.94,0.615
B9V,-62.9582176386,2484,7.886110867,4.36,-0.064
F2V,-49.1514072174,23482,75.7028590806,5.37,0.421
A1Vn,86.586460417,85822,263.0541685099,4.35,0.021
M3.5III,36.309378969,54522,167.3295003665,5.71,1.4
B5II,-59.229753338,46974,143.6110426572,4.08,-0.013
K0III,-18.7287942366,90687,277.5494328124,5.63,1.057
A0V,26.7146930207,76267,233.6719504847,2.22,0.032
A3Ib,-64.3395604287,58427,179.6985862454,5.59,0.174
K3III,-46.8936741069,18199,58.3888287875,5.93,1.22
WC6 + O9.5I,-65.3060228301,64094,197.0297977942,5.44,-0.033
B4V,-36.8584885998,75304,230.7889589088,4.54,-0.155
G8III,21.2449428022,62886,193.3239343515,4.89,0.904
A0Vnn,3.3717253096,36812,113.5662174731,5.83,-0.018
A5m,11.8577009591,44066,134.6217570232,4.26,0.141
B8III,-57.6335775005,43499,132.9021483792,5.59,-0.102
K0III,54.894984953,2611,8.2933108623,5.93,1.037
K5III,-14.0833683054,53778,165.0487234434,5.86,1.501
K0IV SB,-64.8069026362,17440,56.0499063011,3.84,1.133
K5III,20.9779192056,77661,237.8162873808,4.74,1.534
F7Vw,-0.8454625159,69493,213.4199583207,5.89,0.489
K0III,-26.3326211923,74239,227.5776290203,5.75,1.045
O9.5Vpe,-5.4160596642,26235,83.8454200116,4.98,-0.097
B8IIIn,24.4460992835,100435,305.5142948062,5.5,-0.09
K3III,73.3554679531,94648,288.8877343796,4.45,1.257
K2III,-25.9067862254,94434,288.3069512986,5.79,1.387
F2/F3II/III,-24.2824677708,88380,270.7129096699,5.37,0.495
B8Ia/Iab,-14.2793584904,78207,239.5473703362,4.95,-0.08
K0III,17.1231466729,63533,195.2900611004,5.97,0.971
B8+...,-5.3612589269,18141,58.1735663996,5.48,-0.09
F5III...,53.4521790493,30247,95.4422078244,5.34,0.448
B6Vn,49.8483837293,16210,52.2180305792,5.58,-0.054
G8/K0III,-26.0875003166,72357,221.9366881069,5.23,0.938
F2Ib,38.2374734662,105269,319.842417623,5.89,0.505
A3V,75.2928824235,116714,354.7924004176,5.95,0.124
K1III,-12.7922952115,19011,61.0946495848,5.62,1.062
F5Ib,34.9827750496,100122,304.6627913367,5.14,0.66
A1V,44.4045002346,71618,219.7092744509,5.39,0.03
A5V,-51.092128819,11102,35.7278120757,5.9,0.213
B8III-IV,-8.3239556689,88670,271.5308314117,5.84,0.184
K4III,18.7346927414,22176,71.5701199545,5.99,1.221
B1IV,-1.5918311314,25980,83.1723052641,5.34,-0.188
A2V,42.4125086222,96288,293.6719136977,5.34,0.06
G8/K0III,-64.2275173067,26001,83.2482046514,5.34,1.039
A2V,33.2841351037,9570,30.741482109,5.5,0.029
A0Vs,-8.4113532724,78436,240.1984693124,5.53,0.043
A9IV/V,-81.3816151701,112405,341.5146161728,4.13,0.208
K4III,-63.686695825,68191,209.4120150176,4.71,1.075
F0V,15.0954533403,20261,65.1512935505,5.26,0.225
A5IV,-34.0149667696,109404,332.4820902536,5.37,0.241
A0V,53.7286769819,67848,208.4625586304,5.7,-0.032
F8V,-53.7408340626,7978,25.6221487541,5.52,0.551
A4:p,-56.7793546271,55581,170.7838817562,5.82,-0.004
F4IV,-42.8612919545,114382,347.4890132015,5.83,0.475
G0Vs,9.424156506,64792,199.1938148512,5.19,0.585
A0V,2.7072761667,87108,266.9731688198,3.75,0.043
M3III,15.7452888067,82028,251.3438323785,5.6,1.637
B4III,-37.5794221949,37345,114.9916279857,5.99,-0.04
B6V,-0.6370259654,51437,157.5728318301,5.08,-0.138
O8,43.9459448549,105186,319.6132722086,5.04,-0.061
F5V,-22.7743429393,29234,92.4498411581,5.71,0.454
A4m,38.4826442397,28946,91.6462404194,5.35,0.251
M2III,18.4605121578,7359,23.7044411286,5.9,1.536
G8III,-19.6133750227,112529,341.8880176369,5.24,0.941
A7V,28.8699537954,89935,275.2542509398,5.12,0.212
G6III,-55.1397061069,80054,245.1052109189,5.76,0.97
A9V,-34.7494119194,113860,345.8742339281,5.12,0.305
B2IIIne,-47.4681966507,85079,260.816980054,5.21,-0.097
B6Ib,-34.7991965835,87460,268.0569227281,5.88,-0.111
B6V,-41.5174365346,71353,218.8811712434,5.88,-0.085
F0IV,-9.7485519676,105761,321.3042798117,5.71,0.208
G6/G8IV,-13.4585516182,115126,349.777785014,5.2,0.787
B8III,39.9025587676,31789,99.7049175909,5.34,-0.075
A2III,69.3370646846,97122,296.0767338764,5.9,0.072
A3V,-67.4890590745,110935,337.1569660445,5.56,0.208
K0III:,51.8181818137,86561,265.3407430128,6,1.068
K1III:,41.2434486409,85888,263.2802416272,5.72,1.089
G8III,-76.7761198586,47956,146.5859651797,5.43,0.901
K3III,-78.6674959586,80057,245.1119116536,5.27,1.413
B8III,-71.436891454,377,1.1721174563,5.59,-0.1
M2III,14.137269619,51585,158.0490574052,5.43,1.696
A0V,-48.8035143859,2472,7.8540863152,4.76,0.018
K3Ib,-60.5666194666,52468,160.8845401508,4.58,1.7
A1,8.2458948469,57562,176.9787515754,5.31,0.038
K5III,51.4888949857,87833,269.1515411325,2.24,1.521
B9II-III,12.5510669269,29736,93.9373513169,5.44,0.015
A3IVs...,-55.5146855898,45920,140.4585101295,5.61,0.19
F2Ib,-9.7740955364,92488,282.743786652,5.82,0.594
A3IIIvar,-5.0864461811,23875,76.9624379747,2.78,0.161
A2Iab,-60.3297887593,62732,192.8248980126,5.71,0.344
G5III SB,-49.4202553746,52727,161.6924091324,2.69,0.901
B9Vn,56.0681902335,101084,307.3629616188,5.89,-0.052
B8/B9IV/V,-13.5884695687,51491,157.7493237865,5.59,-0.028
K3III,-16.7087480936,43899,134.1421939798,5.95,1.544
M0III,17.6745187669,37300,114.8691355052,5.04,1.616
K0V,4.855999106,31159,98.0800220381,5.88,0.997
A0V,41.0770191511,107162,325.5956614539,5.73,0.055
F3V,-6.7961676426,26926,85.7246457495,5.97,0.447
B7IV,-46.3316927955,41674,127.4401365575,5.98,-0.127
M2III,-1.9588956657,52863,162.1689829639,5.92,1.608
B8/B9V,-24.8836230045,96465,294.1768051372,4.59,-0.075
B8V,11.8726269436,14764,47.6616402486,5.97,-0.061
F0IV...,-53.4615077411,22531,72.7304533776,5.58,0.341
K4III,-23.315594234,35210,109.1534740048,4.83,1.601
K2III,58.9660655886,75458,231.2323947108,3.29,1.166
M3/M4III,-25.2819646414,73714,226.0175647956,3.25,1.674
A0p,25.9128515817,60904,187.2279361577,5.29,-0.056
G6Ia,-24.8597857357,38170,117.323563196,3.34,1.218
F3III-IV,-64.5765531414,66681,205.044614582,5.79,0.401
B3Vne,-56.76977618,43105,131.6772883483,4.5,-0.169
F2IV,27.8974852431,22697,73.1963209048,5.97,0.368
K0III/IV,-63.0553662517,89487,273.9192380139,5.58,0.944
G8IV,-13.5198256376,24679,79.4176737563,5.48,0.932
F1V,39.6701232524,91919,281.0847721433,4.67,0.17
G6III:,33.1723375235,109352,332.3068075026,5.58,0.985
G3V,-9.8533836201,101345,308.0987318078,5.66,0.689
M2.5III,48.9283425531,81497,249.6868554359,4.86,1.562
K1III,-21.0745662544,109786,333.5751336879,5.33,0.812
F6V,-65.366198282,105858,321.6108566459,4.21,0.494
A2V,36.7852240498,1473,4.5819037032,4.51,0.054
F0V,-29.4623110026,113532,344.8989925411,5.51,0.271
K3III,-45.925316914,25887,82.9000169075,5.86,1.349
G2V...,-60.3030717599,38908,119.445479019,5.59,0.573
A1V,46.8172281079,45590,139.3799067651,5.96,0.063
A3V,19.1420423968,97496,297.244416129,5.01,0.095
G5III,27.6075525761,15696,50.5495558334,5.55,1.1
M5III,63.1199205269,108924,330.9707390138,5.26,1.557
K3II,-61.332304263,50371,154.2707324869,3.39,1.541
F0IV,15.5812807348,44001,134.3966664738,5.68,0.209
B9p...,52.3609025986,76957,235.7114992831,5.48,-0.042
F8IV,23.4041010715,115623,351.3449339694,4.42,0.617
B5V,20.0809769962,85385,261.7046972441,5.52,-0.119
F2/F3V,-21.1129326206,84893,260.2515588049,4.39,0.394
F0Ib,-52.6956604587,30438,95.9879577998,-0.62,0.164
F3V,-24.9890700031,83196,255.039625543,5.74,0.407
K2III,-13.8971300033,95485,291.3399743583,5.72,1.372
K1III,-32.3397347881,31688,99.4484122726,5.25,1.177
B2.5V,-30.0633672996,30122,95.0783022869,3.02,-0.16
F6V,-53.2370277047,83431,255.7862935708,5.27,0.498
G2Ib SB,23.5089056735,99853,303.8759955105,5.18,1.016
G6III,-38.7925112471,74224,227.5305203052,5.98,0.867
K3III,-45.7239193912,59654,183.5112395328,5.31,1.4
K5III,-25.5776293783,30436,95.9829840498,5.61,1.561
K3III,-28.8539603696,113669,345.3307767398,5.55,1.349
M0III,46.2407799283,84835,260.08800741,5.51,1.586
B7IV,-64.2632415961,52701,161.6232839978,5.23,-0.077
B2IIIv SB,40.2254487997,112031,340.3693788824,5.25,-0.137
B0.5Ib,65.132269829,110817,336.7721261929,5.52,0.302
B2.5Vn,-25.3271419161,77840,238.4029962043,4.59,-0.073
A0,-31.88922182,46657,142.6920766283,5.75,0.066
K0III-IV,-49.0727022172,7083,22.8129358839,3.93,0.972
F0Ia,58.2316107771,6242,20.0204842223,4.95,0.683
B4V,-18.2117207501,100881,306.8300409461,5.08,-0.049
K3III+B2V,-59.5094830677,41037,125.6284816049,1.86,1.196
K5III,-1.0922389589,25737,82.4332569319,4.71,1.592
F3V,-38.6314471587,103882,315.7414743364,5.32,0.424
B8V,-32.1435189974,83336,255.4693442478,5.03,-0.1
A4V,-7.212828874,26563,84.7211791409,4.77,0.139
O8Iab+...,-41.1508577856,82775,253.7437715135,5.78,0.132
F9V,9.0567777268,46454,142.1141699341,5.4,0.605
G5II,-63.6856817582,79664,243.8594615251,3.86,1.105
A1m,37.7149426036,6514,20.9192337795,5.6,0.276
F3V,-19.9243768282,81754,250.4737148021,5.55,0.436
K2IIICN...,-59.6946118424,84731,259.8021203689,5.93,1.389
K6,10.8703884074,14036,45.183922801,5.93,1.593
K5II-III,58.8459691186,98073,298.9807423064,4.98,1.584
M3III,51.4287451567,34912,108.3475043573,5.46,1.64
B6Vnn,31.3591334408,76127,233.2324272447,4.14,-0.127
B9V,-35.2432863767,38167,117.3110374371,5.94,-0.051
K2III,58.9726976706,4292,13.7506521943,4.83,1.216
B1.5V,3.2921329368,25861,82.8105525363,5.46,-0.176
M1III,-7.5431205261,41080,125.7253976446,5.92,1.635
K3II/III,-54.8773021829,51140,156.7038377903,5.58,1.556
K5III SB,-43.3014325711,36377,112.3076263798,3.25,1.509
K1III,-33.4318430501,102014,310.0826188676,5.47,1.118
G0Ib,44.2970400222,12768,41.0214990318,5.43,0.904
F5IV-V,-62.9375274806,16245,52.3444898993,4.71,0.41
O7,9.8957541093,31978,100.2444193816,4.66,-0.233
B3IV,14.2087650799,29426,92.9849825735,4.45,-0.18
A4III,24.250793047,93845,286.6599924058,5.78,0.104
K2III,43.45887839,101986,310.013166378,5.97,1.186
B8III,24.3677485121,17573,56.4566943135,3.87,-0.063
F2II,46.0722716804,841,2.5801909808,5.01,0.405
B8II-IIIp..,33.4690364321,91235,279.1555981376,5.41,-0.101
M4III,15.4755044608,3632,11.6373257374,5.36,1.559
K1III,33.1670038101,58460,179.8230734845,5.95,1.153
K2III,-56.213433804,68670,210.8604390011,5.93,1.207
K3III,-50.3786464444,16509,53.1450117301,5.67,1.101
F3V...,7.716044916,19719,63.3879326335,5.29,0.366
K4/K5III,-28.1428314381,85084,260.8399631399,5.3,1.549
B8IV,12.1976093314,21735,70.0142396022,5.45,-0.121
M0IIIvar,34.3925618419,45860,140.2637554413,3.14,1.55
B1.5IV + B,-38.04737967,82514,252.9676346661,3,-0.2
K2IIIvar,36.0645473905,89826,274.9654565003,4.33,1.162
K3V,6.8868702861,12114,39.020390786,5.79,0.918
F0V,-21.2753842231,7679,24.7157870596,5.58,0.346
K0V,-52.4992258272,35084,108.8384466244,5.96,1.099
Ap shell,-16.4844348349,28816,91.2463716415,4.92,0.196
K1III,17.1536769042,23043,74.3430858422,5.51,1.304
K5III,-16.2568178233,73945,226.6566509377,5.19,1.589
A2Iab,-58.66674498,51623,158.199205042,5.98,0.29
A5m,39.899478503,16591,53.3959806296,5.79,0.139
G0Ib...,48.4093309499,19812,63.7244256742,4.12,0.935
A1V,-29.7586235999,28899,91.5230792496,5.79,0.041
F6V,-25.0104028555,68390,210.0005047571,5.77,0.48
F6IV,19.470914166,50564,154.9340330784,4.78,0.452
A2V,27.5523789257,62576,192.3227134674,5.76,0.051
K1III,57.8603548763,19983,64.2837448133,5.72,1.108
M2III,-60.9682520667,58921,181.2384001194,5.95,1.691
F0V,-10.777533618,11029,35.5063819863,5.43,0.364
A1V,-3.6989866647,93526,285.7270771957,5.4,-0.005
K5III,23.601717987,32968,102.9999446461,5.68,1.467
K6III,31.2778171853,47544,145.396316614,5.9,1.579
B2III,-37.1472495215,42923,131.2163619523,5.74,-0.139
F6/F7V,-21.6831939897,86736,265.8574728208,4.86,0.469
G2V,42.6133690014,7918,25.4464290287,4.96,0.618
A2V,16.9285558587,90762,277.7685351771,5.76,0.053
B3V,-62.4487483945,58326,179.4166993427,5.59,-0.152
K3III,13.6757512081,64823,199.3151176269,5.33,1.304
F3IV/V,-13.8591050524,61212,188.149993626,5.74,0.376
B3Ia,-23.8332909072,33977,105.7561357149,3.02,-0.077
B8/B9V,-35.4126774348,60449,185.8975830208,5.32,-0.066
F0IV,57.0435867297,109857,333.7591245633,4.18,0.278
G4III...,59.4485433046,33048,103.2710385272,5.34,0.675
F8V,5.958199188,104101,316.3613334707,5.94,0.538
G8II-III,27.9274815424,43834,133.9153288311,5.23,1
A1p Si,19.2938517718,8832,28.3825596071,3.88,-0.047
K0III,46.5405846892,106093,322.362291061,5.22,0.965
F3V,-24.6308410301,33478,104.3912801991,5.45,0.39
B3V,41.2344744657,23767,76.6287199205,3.18,-0.148
G8/K0III,-22.3763075594,13479,43.397178917,5.93,1.041
B3IV,-44.5004136083,74449,228.2066165854,4.83,-0.177
M1II,-52.8807929978,99120,301.846484529,4.93,1.591
K4III,-27.9348303722,33856,105.4297822258,3.49,1.729
B2V:,-36.3222805929,40321,123.4929658453,5.09,-0.184
G8III,-16.8765718525,52085,159.6456374376,4.91,0.922
B9Iab,49.476392549,110609,336.1291296477,4.55,0.092
K5Ibvar,49.7335439643,113288,344.108328028,4.99,1.778
K3III,69.0762139931,52425,160.7668328656,5.01,1.406
G6II,-53.6224495051,32761,102.4638078175,4.41,0.899
F1III,-60.5817492521,101612,308.8952145694,4.75,0.291
A3Vn,-3.0904965561,77660,237.8149724618,5.09,0.135
B2.5V,-37.7934985094,71865,220.48996231,4.01,-0.157
B5V,-53.4397674776,42459,129.8493473131,5.45,-0.132
K5IIIvar,15.7979048993,67459,207.3693378585,4.05,1.52
B5Vn,61.8499893333,19968,64.2231480818,5.69,-0.116
B8.5III,-26.9907783062,92041,281.4141103494,3.17,-0.107
K2III,-20.2721858492,29679,93.7850107708,5.88,1.322
B9.5V,2.3142802998,45336,138.591079121,3.89,-0.06
G8III,72.3412068702,109400,332.4517965953,4.79,0.919
F7V,43.4577391323,6711,21.5778583271,5.98,0.52
F5V,53.165687759,99026,301.5576914944,5.81,0.445
G8III,11.6606624299,71837,220.4313354773,5.55,0.941
K0III,75.7129476685,51808,158.7728360391,4.86,0.957
K0III,-52.651157458,36444,112.4988471256,5.87,1.01
G2V,-23.8163260893,11072,35.6356115921,5.19,0.608
G9III,-2.265518204,70012,214.8853324622,5.14,1.023
K5III,65.6976491917,26882,85.6101997154,5.62,1.249
A0p...,74.9546193887,101260,307.8767215204,5.18,0.1
K2/K3III,-34.367318524,32855,102.7181353995,4.99,1.379
A0p,55.9598211584,62956,193.5072892783,1.76,-0.022
G0III,19.6584081014,5454,17.4550080784,5.57,0.697
M2 comp,63.6255572253,108317,329.1630987445,5.11,1.547
K0III+...,38.5426971605,67250,206.7490615383,5.51,1.036
F3Ia,-46.6487444929,42570,130.1565413838,3.77,0.67
M3IIvar,45.9367356683,28404,89.9837474123,4.3,1.701
K2V,-2.3245836314,81300,249.0893719088,5.77,0.827
M2III,-36.7616859842,89642,274.4068127074,3.1,1.582
O9V,58.0003665454,108772,330.5190504442,5.55,0.017
A5IV,-66.2032125688,102395,311.2395598921,3.42,0.163
K2III,-3.6795828222,39079,119.9339686593,4.93,1.205
K0III,-20.1005800844,115438,350.7426115171,3.96,1.082
K3III,-11.8377467629,79540,243.4621039891,5.24,1.394
G1V,-53.6270734959,110109,334.5650633568,5.36,0.614
K3III,26.6621298312,92088,281.518667885,4.83,1.199
F8V,-1.1961012073,14954,48.1934853048,5.07,0.575
K2III,64.3279360135,42527,130.0534109173,4.59,1.179
B8V,43.268073159,116631,354.5341722184,4.29,-0.083
G0V,32.9012735815,93017,284.2567102544,5.2,0.594
K5III,36.1472712539,11784,38.0257102664,5.15,1.472
K2III,26.1823240975,46146,141.1635796357,4.47,1.222
"C0,0 (F8pe)",28.15674892,77442,237.1433954107,5.89,0.608
G2IV,23.5030951906,50319,154.1345399724,5.95,0.655
K0III+...,-22.1757002841,60157,185.0448670438,5.94,0.824
K2III,26.3011525468,74087,227.0990878408,5.67,1.24
